CustomerID,Country,user_education,Gender,UsesAdvancedFeatures,AppEngagementSeconds,LastLoginDaysAgo,Profession,SubscriptionType,UsesVR,RenewSubscription,Age,DesignProjectScale,NumberOfDesigns,TutorialProgressionType,FrequencyOfDesignToolUsage,CustomerSupportCall
CUST12270,USA,Bachelor's,Male,N,2648,1,Interior Designer,Basic,Y,No,31.0,Small,155,Beginner,Daily,Y
CUST12271,USA,High School,Female,N,4090,6,Architect,Basic,Y,No,29.0,Medium,38,Not Attended,Monthly,N
CUST12272,UK,Master's,Female,Y,217,37,Student,Basic,Y,Yes,33.0,Large,163,Beginner,Daily,Y
CUST12273,USA,Master's,Female,N,4163,1,Student,Basic,Y,Yes,55.0,Mixed-use,108,Not Attended,Monthly,N
CUST12274,Turkey,Master's,Male,N,460,10,Other,Basic,N,Yes,58.0,Mixed-use,32,Advanced,Weekly,N
CUST12275,USA,Bachelor's,Female,N,23581,24,Interior Designer,Basic,Y,No,22.0,Small,33,Beginner,Weekly,N
CUST12276,USA,High School,Male,N,3557,6,Interior Designer,Basic,Y,No,22.0,Small,44,Beginner,Weekly,N
CUST12277,USA,Bachelor's,Female,N,809,3,Interior Designer,Basic,Y,Yes,21.0,Mixed-use,144,Advanced,Weekly,N
CUST12278,USA,Bachelor's,Female,N,1564,4,Hobbyist,Basic,Y,Yes,31.0,Mixed-use,147,Intermediate,Weekly,N
CUST12279,USA,Master's,Male,Y,487,32,Hobbyist,Basic,Y,No,34.0,Medium,140,Intermediate,Monthly,N
CUST12280,USA,Bachelor's,Female,N,1720,10,Architect,Basic,N,Yes,43.0,Large,178,Beginner,Daily,Y
CUST12281,USA,Bachelor's,Male,N,552,7,Interior Designer,Basic,N,Yes,30.0,Large,49,Intermediate,Daily,Y
CUST12282,USA,Master's,Female,N,180,133,Interior Designer,Basic,Y,Yes,37.0,Mixed-use,174,Not Attended,Monthly,N
CUST12283,Turkey,Bachelor's,Male,N,4745,3,Architect,Basic,N,No,29.0,Small,53,Beginner,Weekly,Y
CUST12284,USA,Master's,Female,N,1741,19,Student,Basic,N,Yes,28.0,Large,49,Intermediate,Daily,Y
CUST12285,USA,Doctorate,Female,N,27239,20,Hobbyist,Basic,Y,Yes,38.0,Large,32,Beginner,Daily,Y
CUST12286,USA,Master's,Male,N,2494,1,Architect,Basic,N,No,31.0,Medium,149,Advanced,Monthly,N
CUST12287,USA,Master's,Female,N,367,126,Student,Basic,Y,Yes,34.0,Mixed-use,148,Advanced,Weekly,N
CUST12288,USA,Bachelor's,Male,N,1078,26,Student,Basic,N,Yes,39.0,Large,65,Beginner,Daily,Y
CUST12289,USA,Master's,Female,N,617,54,Hobbyist,Basic,Y,Yes,27.0,Large,25,Beginner,Daily,Y
CUST12290,USA,Master's,Female,N,1496,14,Interior Designer,Basic,Y,Yes,22.0,Large,163,Beginner,Daily,Y
CUST12291,Turkey,Bachelor's,Female,N,2659,3,Hobbyist,Basic,Y,Yes,38.0,Large,60,Intermediate,Daily,Y
CUST12292,USA,Bachelor's,Female,N,1469,12,Student,Basic,Y,No,36.0,Small,91,Intermediate,Weekly,N
CUST12293,USA,Bachelor's,Female,N,2885,74,Hobbyist,Premium,N,No,27.0,Medium,10,Not Attended,Monthly,N
CUST12294,Turkey,High School,Female,N,115603,21,Hobbyist,Basic,Y,No,38.0,Small,65,Intermediate,Weekly,N
CUST12295,Turkey,Master's,Male,N,1393,30,Hobbyist,Basic,Y,No,25.0,Small,161,Beginner,Weekly,Y
CUST12296,Azerbaijan,High School,Female,N,4271,14,Architect,Basic,Y,No,27.0,Medium,165,Advanced,Monthly,N
CUST12297,USA,High School,Female,N,1093,6,Other,Basic,Y,No,25.0,Small,54,Intermediate,Weekly,N
CUST12298,USA,Master's,Male,N,3377,7,Architect,Basic,N,Yes,27.0,Large,142,Intermediate,Weekly,Y
CUST12299,USA,Master's,Female,N,137,11,Interior Designer,Basic,Y,Yes,33.0,Large,142,Beginner,Daily,Y
CUST12300,USA,High School,Male,N,4455,1,Student,Basic,Y,No,21.0,Small,36,Beginner,Weekly,N
CUST12301,Turkey,Master's,Male,N,2983,6,Other,Basic,Y,No,28.0,Medium,154,Not Attended,Monthly,N
CUST12302,USA,Bachelor's,Male,N,300,20,Architect,Pay-as-you-go,Y,Yes,38.0,Large,124,Intermediate,Weekly,Y
CUST12303,Azerbaijan,Master's,Female,N,2304,162,Hobbyist,Basic,Y,Yes,28.0,Large,61,Beginner,Daily,Y
CUST12304,UK,Bachelor's,Male,N,2090,1,Interior Designer,Basic,Y,Yes,41.0,Mixed-use,65,Intermediate,Weekly,N
CUST12305,UK,Bachelor's,Male,N,4735,9,Hobbyist,Basic,Y,Yes,44.0,Mixed-use,172,Not Attended,Monthly,N
CUST12306,USA,Master's,Male,N,2998,2,Hobbyist,Basic,Y,No,18.0,Small,18,Beginner,Weekly,Y
CUST12307,USA,Bachelor's,Male,N,1339,7,Hobbyist,Basic,Y,No,25.0,Small,165,Intermediate,Monthly,N
CUST12308,USA,Bachelor's,Male,N,2347,5,Hobbyist,Basic,N,No,36.0,Medium,125,Not Attended,Monthly,N
CUST12309,USA,Master's,Male,N,132142,8,Hobbyist,Basic,Y,No,25.0,Small,114,Beginner,Daily,Y
CUST12310,USA,Master's,Female,N,1422,0,Hobbyist,Basic,Y,Yes,35.0,Mixed-use,28,Advanced,Weekly,N
CUST12311,USA,Master's,Male,N,2344,30,Hobbyist,Basic,Y,No,53.0,Medium,188,Intermediate,Monthly,N
CUST12312,USA,Bachelor's,Female,N,3452,4,Student,Basic,N,Yes,27.0,Mixed-use,124,Intermediate,Weekly,N
CUST12313,USA,Master's,Female,N,120,75,Student,Basic,Y,Yes,21.0,Large,168,Beginner,Daily,Y
CUST12314,USA,Bachelor's,Male,N,2660,0,Interior Designer,Pay-as-you-go,Y,Yes,34.0,Large,1,Beginner,Daily,Y
CUST12315,USA,Master's,Female,N,1376,67,Student,Basic,Y,Yes,21.0,Mixed-use,14,Intermediate,Weekly,N
CUST12316,USA,Bachelor's,Female,N,3381,4,Interior Designer,Basic,Y,Yes,46.0,Large,53,Beginner,Daily,Y
CUST12317,UK,Bachelor's,Female,Y,3247,145,Architect,Basic,Y,Yes,27.0,Large,128,Intermediate,Daily,Y
CUST12318,Turkey,High School,Male,N,1461,1,Architect,Basic,Y,No,24.0,Small,164,Beginner,Daily,Y
CUST12319,USA,Bachelor's,Female,N,4377,21,Architect,Basic,Y,Yes,23.0,Large,198,Beginner,Daily,Y
CUST12320,USA,Master's,Male,N,2263,37,Hobbyist,Basic,Y,No,25.0,Medium,73,Not Attended,Monthly,N
CUST12321,Azerbaijan,Bachelor's,Female,Y,1720,3,Architect,Basic,Y,Yes,32.0,Large,43,Intermediate,Daily,Y
CUST12322,Turkey,Master's,Male,N,1707,0,Interior Designer,Basic,N,No,42.0,Medium,42,Not Attended,Monthly,N
CUST12323,USA,High School,Male,N,4658,3,Architect,Pay-as-you-go,Y,No,55.0,Small,154,Beginner,Daily,Y
CUST12324,UK,Doctorate,Female,N,517,1,Architect,Basic,Y,Yes,32.0,Large,133,Intermediate,Weekly,Y
CUST12325,USA,Master's,Male,N,922,2,Hobbyist,Basic,Y,No,27.0,Small,141,Beginner,Weekly,Y
CUST12326,USA,Bachelor's,Male,N,3963,6,Architect,Basic,Y,Yes,39.0,Mixed-use,50,Advanced,Weekly,N
CUST12327,USA,Master's,Female,N,3171,62,Hobbyist,Basic,Y,Yes,41.0,Mixed-use,146,Advanced,Weekly,N
CUST12328,USA,Master's,Male,N,1019,10,Architect,Basic,Y,Yes,34.0,Large,121,Beginner,Daily,Y
CUST12329,USA,Bachelor's,Male,N,4160,32,Student,Basic,Y,Yes,28.0,Mixed-use,33,Not Attended,Monthly,N
CUST12330,USA,Doctorate,Male,N,2386,7,Student,Basic,Y,Yes,32.0,Large,25,Beginner,Daily,Y
CUST12331,USA,Master's,Male,Y,2482,24,Other,Basic,Y,Yes,37.0,Mixed-use,143,Intermediate,Weekly,N
CUST12332,Turkey,Master's,Male,N,2284,150,Hobbyist,Basic,Y,Yes,22.0,Mixed-use,79,Not Attended,Monthly,N
CUST12333,USA,Master's,Female,N,3734,1,Interior Designer,Basic,Y,Yes,32.0,Mixed-use,18,Advanced,Monthly,N
CUST12334,Turkey,Master's,Female,N,4169,3,Architect,Basic,Y,Yes,32.0,Mixed-use,69,Not Attended,Monthly,N
CUST12335,Turkey,Master's,Male,N,6476,14,Interior Designer,Basic,Y,No,51.0,Small,33,Beginner,Weekly,N
CUST12336,Other,Bachelor's,Male,Y,814,53,Interior Designer,Basic,Y,Yes,39.0,Large,145,Beginner,Daily,Y
CUST12337,Turkey,Master's,Female,N,2438,8,Interior Designer,Basic,N,No,23.0,Small,41,Beginner,Daily,Y
CUST12338,USA,Bachelor's,Female,N,1105,11,Hobbyist,Basic,Y,Yes,32.0,Large,121,Intermediate,Weekly,Y
CUST12339,UK,Doctorate,Male,Y,641,4,Architect,Basic,Y,Yes,33.0,Mixed-use,87,Advanced,Weekly,N
CUST12340,USA,Master's,Female,Y,1871,14,Interior Designer,Basic,Y,Yes,44.0,Large,32,Beginner,Daily,Y
CUST12341,USA,Master's,Female,N,1429,8,Student,Basic,Y,Yes,43.0,Mixed-use,152,Intermediate,Weekly,N
CUST12342,USA,Bachelor's,Male,N,2126,6,Hobbyist,Basic,N,No,49.0,Small,155,Beginner,Weekly,N
CUST12343,Canada,Bachelor's,Female,N,1029,5,Hobbyist,Basic,Y,Yes,27.0,Large,58,Beginner,Daily,Y
CUST12344,USA,Bachelor's,Female,N,2268,13,Other,Basic,Y,No,21.0,Medium,82,Intermediate,Monthly,N
CUST12345,Turkey,Bachelor's,Female,N,445,4,Architect,Basic,Y,No,51.0,Small,94,Intermediate,Weekly,N
CUST12346,UK,Master's,Female,Y,2388,4,Student,Basic,Y,Yes,28.0,Mixed-use,192,Advanced,Monthly,N
CUST12347,USA,High School,Female,N,503,11,Interior Designer,Basic,Y,No,49.0,Small,154,Beginner,Daily,Y
CUST12348,USA,Doctorate,Male,N,2194,7,Interior Designer,Basic,Y,Yes,36.0,Mixed-use,143,Advanced,Weekly,N
CUST12349,Turkey,Master's,Female,N,4255,7,Interior Designer,Basic,N,Yes,33.0,Large,77,Beginner,Daily,Y
CUST12350,USA,Bachelor's,Female,N,5673,6,Architect,Basic,Y,Yes,28.0,Large,114,Beginner,Daily,Y
CUST12351,USA,Master's,Male,N,1610,11,Student,Basic,Y,Yes,47.0,Mixed-use,44,Intermediate,Weekly,N
CUST12352,USA,Master's,Female,N,11416,3,Interior Designer,Basic,Y,Yes,36.0,Mixed-use,144,Advanced,Monthly,N
CUST12353,USA,Bachelor's,Male,N,1587,89,Architect,Basic,N,No,46.0,Small,60,Beginner,Weekly,Y
CUST12354,Turkey,High School,Male,Y,1941,1,Hobbyist,Basic,Y,No,36.0,Small,55,Beginner,Weekly,N
CUST12355,USA,Bachelor's,Female,N,663,9,Interior Designer,Basic,Y,Yes,39.0,Large,140,Intermediate,Weekly,Y
CUST12356,Turkey,Master's,Male,N,746,162,Other,Basic,N,Yes,50.0,Large,89,Beginner,Daily,Y
CUST12357,USA,High School,Female,N,3574,33,Architect,Basic,Y,No,33.0,Medium,59,Advanced,Monthly,N
CUST12358,USA,Doctorate,Female,N,4549,10,Architect,Basic,Y,Yes,35.0,Mixed-use,70,Advanced,Weekly,N
CUST12359,USA,Bachelor's,Male,N,87,5,Architect,Basic,N,No,46.0,Small,45,Beginner,Daily,Y
CUST12360,Azerbaijan,Master's,Male,N,1032,8,Architect,Basic,N,No,24.0,Small,158,Intermediate,Weekly,N
CUST12361,USA,Master's,Male,N,177,9,Architect,Pay-as-you-go,Y,Yes,24.0,Mixed-use,120,Advanced,Weekly,N
CUST12362,UK,Bachelor's,Male,N,1286,3,Hobbyist,Basic,Y,No,44.0,Small,123,Beginner,Weekly,N
CUST12363,USA,Bachelor's,Male,N,3337,12,Hobbyist,Premium,Y,No,29.0,Medium,146,Intermediate,Monthly,N
CUST12364,USA,Master's,Female,N,2681,80,Hobbyist,Basic,Y,Yes,20.0,Large,200,Beginner,Daily,Y
CUST12365,Turkey,Bachelor's,Female,N,2745,120,Student,Basic,Y,Yes,31.0,Mixed-use,128,Intermediate,Weekly,N
CUST12366,USA,Bachelor's,Female,N,1070,82,Interior Designer,Basic,Y,Yes,29.0,Large,136,Beginner,Daily,Y
CUST12367,Azerbaijan,Master's,Female,N,2386,23,Architect,Basic,Y,Yes,44.0,Mixed-use,112,Advanced,Monthly,N
CUST12368,USA,Master's,Female,N,232,1,Interior Designer,Basic,Y,Yes,30.0,Large,45,Beginner,Daily,Y
CUST12369,Canada,Master's,Male,N,1852,10,Architect,Basic,Y,Yes,26.0,Large,35,Beginner,Daily,Y
CUST12370,USA,Master's,Female,N,3016,9,Student,Basic,Y,Yes,20.0,Mixed-use,30,Advanced,Monthly,N
CUST12371,USA,Master's,Male,N,2550,5,Student,Basic,Y,Yes,28.0,Large,160,Beginner,Daily,Y
CUST12372,USA,Master's,Male,N,2440,1,Student,Basic,Y,No,23.0,Small,113,Beginner,Weekly,N
CUST12373,UK,Master's,Female,Y,1572,0,Hobbyist,Basic,N,Yes,34.0,Large,162,Beginner,Daily,Y
CUST12374,USA,Bachelor's,Female,N,5921,1,Hobbyist,Basic,Y,Yes,36.0,Large,47,Beginner,Daily,Y
CUST12375,USA,Bachelor's,Male,N,344,6,Interior Designer,Basic,Y,Yes,24.0,Mixed-use,66,Not Attended,Monthly,N
CUST12376,USA,High School,Male,Y,2353,2,Interior Designer,Basic,Y,No,37.0,Medium,114,Advanced,Monthly,N
CUST12377,USA,Master's,Female,N,5778,75,Architect,Basic,Y,Yes,39.0,Large,159,Beginner,Daily,Y
CUST12378,USA,Bachelor's,Male,N,64804,7,Architect,Basic,Y,No,21.0,Medium,163,Advanced,Monthly,N
CUST12379,USA,Master's,Male,N,758,13,Architect,Basic,Y,Yes,28.0,Large,51,Intermediate,Weekly,Y
CUST12380,UK,High School,Female,N,2488,92,Interior Designer,Basic,Y,No,20.0,Medium,148,Not Attended,Monthly,N
CUST12381,USA,Bachelor's,Male,N,1599,5,Architect,Basic,N,No,28.0,Small,33,Beginner,Weekly,N
CUST12382,USA,High School,Female,N,1009,4,Student,Basic,Y,No,35.0,Small,165,Intermediate,Monthly,N
CUST12383,USA,Master's,Female,N,1219,5,Hobbyist,Basic,Y,Yes,43.0,Large,86,Intermediate,Weekly,Y
CUST12384,USA,High School,Female,N,3102,19,Hobbyist,Basic,Y,No,30.0,Small,171,Intermediate,Weekly,N
CUST12385,UK,Bachelor's,Male,Y,2218,20,Hobbyist,Basic,Y,Yes,24.0,Large,152,Intermediate,Daily,Y
CUST12386,USA,Master's,Female,N,1841,32,Architect,Basic,Y,Yes,28.0,Large,93,Beginner,Daily,Y
CUST12387,USA,Master's,Female,N,29163,1,Architect,Basic,Y,Yes,34.0,Mixed-use,140,Advanced,Weekly,N
CUST12388,USA,High School,Male,N,952,23,Other,Basic,Y,No,29.0,Small,172,Intermediate,Weekly,N
CUST12389,USA,Bachelor's,Female,N,1819,93,Student,Basic,Y,Yes,28.0,Mixed-use,185,Not Attended,Monthly,N
CUST12390,USA,Master's,Male,N,48897,5,Student,Basic,Y,No,50.0,Small,143,Beginner,Weekly,Y
CUST12391,USA,Master's,Female,N,94,0,Architect,Basic,Y,Yes,61.0,Mixed-use,71,Intermediate,Weekly,N
CUST12392,USA,Master's,Male,N,296,3,Architect,Basic,N,Yes,22.0,Mixed-use,161,Not Attended,Monthly,N
CUST12393,USA,Bachelor's,Female,Y,1952,8,Hobbyist,Basic,Y,No,33.0,Medium,162,Intermediate,Monthly,N
CUST12394,USA,Bachelor's,Male,N,62632,13,Hobbyist,Basic,Y,No,25.0,Medium,200,Advanced,Monthly,N
CUST12395,UK,Master's,Female,N,3076,10,Hobbyist,Basic,Y,Yes,25.0,Mixed-use,132,Advanced,Monthly,N
CUST12396,USA,Master's,Female,N,9105,1,Student,Basic,Y,Yes,42.0,Large,142,Beginner,Daily,Y
CUST12397,USA,Bachelor's,Male,N,240,10,Hobbyist,Basic,Y,Yes,31.0,Mixed-use,71,Intermediate,Weekly,N
CUST12398,USA,Master's,Female,N,511,1,Interior Designer,Premium,Y,Yes,34.0,Large,165,Beginner,Daily,Y
CUST12399,USA,Bachelor's,Male,N,10046,25,Student,Basic,Y,Yes,36.0,Large,83,Intermediate,Weekly,Y
CUST12400,Azerbaijan,Bachelor's,Female,N,2949,4,Architect,Basic,N,No,47.0,Small,171,Beginner,Weekly,Y
CUST12401,USA,Master's,Female,N,3169,32,Student,Basic,N,Yes,32.0,Mixed-use,165,Advanced,Weekly,N
CUST12402,UK,Doctorate,Male,N,4215,72,Hobbyist,Basic,Y,Yes,28.0,Large,125,Intermediate,Weekly,Y
CUST12403,USA,Master's,Male,N,2644,1,Architect,Basic,Y,Yes,55.0,Large,144,Intermediate,Daily,Y
CUST12404,USA,Bachelor's,Male,N,1404,169,Student,Basic,Y,Yes,34.0,Large,121,Beginner,Daily,Y
CUST12405,UK,Master's,Female,N,1436,11,Interior Designer,Basic,Y,Yes,41.0,Mixed-use,130,Not Attended,Monthly,N
CUST12406,Azerbaijan,Master's,Male,N,4015,35,Architect,Pay-as-you-go,Y,Yes,32.0,Large,52,Beginner,Daily,Y
CUST12407,USA,Master's,Female,N,472,64,Architect,Basic,Y,Yes,35.0,Large,148,Beginner,Daily,Y
CUST12408,USA,Master's,Female,N,2973,6,Student,Basic,Y,Yes,22.0,Large,74,Beginner,Daily,Y
CUST12409,USA,Master's,Female,N,20687,56,Student,Basic,N,Yes,21.0,Mixed-use,38,Not Attended,Monthly,N
CUST12410,USA,Master's,Female,N,1914,6,Architect,Basic,Y,Yes,25.0,Mixed-use,178,Not Attended,Monthly,N
CUST12411,Turkey,Master's,Female,N,4340,11,Hobbyist,Premium,Y,Yes,32.0,Mixed-use,154,Intermediate,Weekly,N
CUST12412,USA,Bachelor's,Male,N,599,94,Hobbyist,Premium,Y,No,27.0,Medium,54,Advanced,Monthly,N
CUST12413,USA,Bachelor's,Female,N,3000,147,Interior Designer,Basic,Y,No,32.0,Small,100,Beginner,Weekly,Y
CUST12414,UK,Bachelor's,Female,N,2283,6,Interior Designer,Basic,Y,Yes,26.0,Mixed-use,50,Not Attended,Monthly,N
CUST12415,USA,Master's,Female,N,1523,12,Student,Basic,Y,Yes,37.0,Large,49,Beginner,Daily,Y
CUST12416,USA,Bachelor's,Male,Y,1955,35,Interior Designer,Basic,Y,Yes,28.0,Large,133,Beginner,Daily,Y
CUST12417,USA,Master's,Male,N,504,97,Student,Basic,Y,Yes,27.0,Large,137,Beginner,Daily,Y
CUST12418,USA,Bachelor's,Male,N,1358,26,Architect,Pay-as-you-go,Y,No,35.0,Small,145,Intermediate,Monthly,N
CUST12419,UK,Doctorate,Female,N,1034,5,Architect,Basic,Y,Yes,28.0,Mixed-use,69,Advanced,Weekly,N
CUST12420,USA,High School,Female,N,2385,15,Architect,Basic,Y,No,40.0,Small,61,Beginner,Weekly,N
CUST12421,USA,High School,Male,Y,62306,8,Hobbyist,Basic,Y,No,37.0,Medium,56,Not Attended,Monthly,N
CUST12422,USA,High School,Male,N,4162,26,Student,Basic,Y,No,21.0,Small,141,Intermediate,Weekly,N
CUST12423,USA,Bachelor's,Female,N,2517,12,Student,Basic,Y,Yes,41.0,Large,144,Beginner,Daily,Y
CUST12424,USA,High School,Female,N,3653,9,Interior Designer,Basic,Y,No,27.0,Small,153,Intermediate,Weekly,N
CUST12425,USA,Bachelor's,Male,N,3072,66,Interior Designer,Basic,Y,No,32.0,Medium,62,Intermediate,Monthly,N
CUST12426,UK,Doctorate,Female,N,225,92,Interior Designer,Basic,Y,Yes,28.0,Mixed-use,29,Advanced,Monthly,N
CUST12427,USA,Bachelor's,Female,N,1736,4,Architect,Basic,Y,No,32.0,Small,31,Intermediate,Weekly,N
CUST12428,USA,Master's,Male,N,1782,13,Interior Designer,Basic,Y,No,34.0,Small,99,Intermediate,Monthly,N
CUST12429,UK,Doctorate,Male,N,1337,15,Hobbyist,Basic,Y,Yes,30.0,Large,66,Beginner,Daily,Y
CUST12430,USA,Master's,Male,N,3423,9,Hobbyist,Basic,Y,No,20.0,Medium,41,Intermediate,Monthly,N
CUST12431,UK,Master's,Female,N,3640,2,Hobbyist,Basic,Y,Yes,45.0,Mixed-use,144,Not Attended,Monthly,N
CUST12432,USA,Bachelor's,Male,N,1562,21,Architect,Basic,Y,No,47.0,Small,166,Beginner,Daily,Y
CUST12433,USA,Bachelor's,Male,N,3564,2,Interior Designer,Basic,Y,Yes,33.0,Mixed-use,24,Advanced,Monthly,N
CUST12434,USA,Bachelor's,Male,N,1170,5,Student,Basic,N,Yes,24.0,Large,77,Intermediate,Weekly,Y
CUST12435,UK,Bachelor's,Female,N,874,14,Architect,Basic,Y,Yes,32.0,Large,45,Beginner,Daily,Y
CUST12436,USA,High School,Female,N,550,13,Student,Basic,Y,No,40.0,Medium,154,Not Attended,Monthly,N
CUST12437,USA,High School,Female,N,4875,15,Interior Designer,Basic,Y,No,41.0,Small,148,Intermediate,Weekly,N
CUST12438,Azerbaijan,Doctorate,Male,N,1822,4,Architect,Basic,Y,Yes,21.0,Large,61,Beginner,Daily,Y
CUST12439,Turkey,High School,Female,N,1304,11,Architect,Basic,Y,No,36.0,Small,165,Beginner,Daily,Y
CUST12440,Turkey,High School,Male,N,593,11,Architect,Pay-as-you-go,Y,No,32.0,Small,131,Beginner,Weekly,Y
CUST12441,USA,Master's,Male,N,2562,2,Hobbyist,Basic,N,Yes,47.0,Mixed-use,188,Advanced,Monthly,N
CUST12442,UK,Doctorate,Male,N,394,9,Hobbyist,Basic,Y,Yes,35.0,Mixed-use,127,Intermediate,Weekly,N
CUST12443,USA,Bachelor's,Female,N,2430,0,Interior Designer,Basic,Y,No,29.0,Medium,140,Not Attended,Monthly,N
CUST12444,Turkey,Master's,Female,N,133,3,Architect,Basic,N,Yes,19.0,Large,137,Beginner,Daily,Y
CUST12445,USA,Master's,Female,N,5328,6,Student,Basic,N,Yes,47.0,Large,149,Beginner,Daily,Y
CUST12446,USA,Bachelor's,Female,N,1295,14,Architect,Basic,Y,No,23.0,Small,148,Beginner,Daily,Y
CUST12447,UK,Master's,Female,N,2604,3,Interior Designer,Basic,Y,Yes,24.0,Large,33,Intermediate,Weekly,Y
CUST12448,Turkey,Bachelor's,Male,N,2112,101,Interior Designer,Basic,Y,No,35.0,Medium,170,Not Attended,Monthly,N
CUST12449,USA,Master's,Male,N,422,9,Student,Basic,Y,Yes,32.0,Mixed-use,140,Intermediate,Weekly,N
CUST12450,USA,Bachelor's,Female,N,960,8,Hobbyist,Basic,Y,No,31.0,Small,159,Beginner,Weekly,N
CUST12451,USA,Bachelor's,Male,N,3481,131,Architect,Basic,Y,Yes,29.0,Mixed-use,150,Advanced,Monthly,N
CUST12452,USA,Bachelor's,Female,N,5176,41,Hobbyist,Basic,Y,Yes,29.0,Mixed-use,148,Advanced,Weekly,N
CUST12453,USA,Bachelor's,Female,N,817,6,Interior Designer,Basic,Y,Yes,45.0,Large,68,Beginner,Daily,Y
CUST12454,USA,Master's,Female,N,5776,6,Hobbyist,Basic,Y,Yes,31.0,Mixed-use,19,Advanced,Monthly,N
CUST12455,USA,Doctorate,Female,N,2636,119,Architect,Basic,Y,Yes,24.0,Large,148,Beginner,Daily,Y
CUST12456,Turkey,High School,Female,N,1663,1,Hobbyist,Basic,Y,No,25.0,Small,148,Beginner,Daily,Y
CUST12457,USA,Doctorate,Female,N,2550,94,Architect,Basic,Y,Yes,42.0,Large,45,Beginner,Daily,Y
CUST12458,USA,Bachelor's,Male,N,4739,2,Hobbyist,Basic,Y,Yes,47.0,Large,155,Intermediate,Daily,Y
CUST12459,USA,Master's,Male,N,721,3,Architect,Basic,Y,No,25.0,Small,156,Intermediate,Weekly,N
CUST12460,USA,Master's,Female,N,627,3,Architect,Basic,N,Yes,19.0,Large,75,Beginner,Daily,Y
CUST12461,USA,Bachelor's,Female,Y,1157,10,Interior Designer,Basic,Y,Yes,28.0,Large,174,Beginner,Daily,Y
CUST12462,Canada,Doctorate,Male,Y,1973,1,Hobbyist,Basic,Y,Yes,48.0,Mixed-use,99,Advanced,Weekly,N
CUST12463,USA,Bachelor's,Male,N,6315,42,Student,Basic,Y,Yes,39.0,Mixed-use,50,Not Attended,Monthly,N
CUST12464,UK,Doctorate,Female,N,1822,5,Hobbyist,Basic,Y,Yes,42.0,Mixed-use,56,Advanced,Weekly,N
CUST12465,UK,High School,Male,N,413,6,Architect,Basic,Y,No,38.0,Small,70,Beginner,Weekly,Y
CUST12466,USA,Bachelor's,Female,Y,2131,20,Hobbyist,Basic,Y,Yes,32.0,Large,36,Beginner,Daily,Y
CUST12467,USA,Bachelor's,Male,N,1111,15,Architect,Pay-as-you-go,Y,No,45.0,Small,36,Beginner,Weekly,Y
CUST12468,USA,Doctorate,Female,N,1490,13,Hobbyist,Basic,Y,Yes,33.0,Large,154,Beginner,Daily,Y
CUST12469,Turkey,Bachelor's,Female,N,2845,37,Interior Designer,Basic,Y,No,19.0,Small,199,Intermediate,Monthly,N
CUST12470,USA,High School,Female,N,3461,162,Hobbyist,Pay-as-you-go,Y,No,42.0,Medium,128,Intermediate,Monthly,N
CUST12471,USA,High School,Female,N,5831,7,Interior Designer,Basic,Y,No,33.0,Medium,30,Advanced,Monthly,N
CUST12472,USA,Bachelor's,Female,N,505,10,Interior Designer,Basic,Y,Yes,30.0,Mixed-use,40,Intermediate,Weekly,N
CUST12473,USA,Master's,Female,N,643,6,Architect,Basic,Y,Yes,43.0,Large,172,Beginner,Daily,Y
CUST12474,USA,Master's,Female,N,4527,4,Student,Basic,Y,Yes,33.0,Large,173,Beginner,Daily,Y
CUST12475,USA,Bachelor's,Female,N,3928,7,Hobbyist,Basic,Y,Yes,28.0,Mixed-use,122,Intermediate,Weekly,N
CUST12476,Azerbaijan,High School,Female,Y,1818,6,Student,Basic,Y,No,24.0,Small,177,Beginner,Weekly,N
CUST12477,USA,High School,Female,N,2473,11,Interior Designer,Basic,Y,No,25.0,Small,47,Beginner,Weekly,Y
CUST12478,USA,Bachelor's,Male,N,2249,152,Hobbyist,Basic,Y,No,43.0,Small,153,Beginner,Weekly,N
CUST12479,USA,Bachelor's,Female,N,131972,1,Architect,Basic,Y,Yes,36.0,Large,39,Beginner,Daily,Y
CUST12480,USA,Master's,Male,N,1916,2,Interior Designer,Pay-as-you-go,Y,No,31.0,Small,152,Beginner,Daily,Y
CUST12481,UK,Doctorate,Female,N,4952,160,Architect,Basic,Y,Yes,42.0,Mixed-use,141,Advanced,Monthly,N
CUST12482,Turkey,Master's,Male,N,623,9,Architect,Basic,Y,No,36.0,Medium,137,Advanced,Monthly,N
CUST12483,UK,Doctorate,Female,N,5038,7,Hobbyist,Basic,Y,Yes,33.0,Large,34,Beginner,Daily,Y
CUST12484,USA,Bachelor's,Female,Y,2342,17,Architect,Basic,Y,No,26.0,Small,148,Beginner,Daily,Y
CUST12485,USA,Doctorate,Male,N,1244,32,Architect,Basic,Y,Yes,32.0,Mixed-use,175,Advanced,Weekly,N
CUST12486,USA,Master's,Female,N,1658,12,Interior Designer,Basic,Y,Yes,22.0,Large,43,Beginner,Daily,Y
CUST12487,USA,Bachelor's,Female,N,2467,14,Interior Designer,Basic,Y,Yes,47.0,Large,148,Beginner,Daily,Y
CUST12488,Azerbaijan,Bachelor's,Male,N,986,19,Hobbyist,Basic,Y,Yes,31.0,Large,37,Beginner,Daily,Y
CUST12489,Azerbaijan,Master's,Female,N,602,56,Architect,Basic,Y,No,35.0,Small,144,Beginner,Weekly,Y
